created_at,id,name,text,user_id,screen_name,location
,,,,,,
Thu Feb 21 16:35:06 +0000 2019,1.09862E+18,My testing account,"rt : thank you to our awesome fans who came out to  on saturday! 

we'll be having another meet &amp; greet this weekend…",1.09861E+18,my_data_test,
,,,,,,
Thu Feb 21 16:35:18 +0000 2019,1.09862E+18,LittleLindaLou, halifax is a fun friendly place to visit. i know you’d love point pleasant park. you could run throug… ,1.048E+18,LittleLindaLou_,Canada
,,,,,,
Thu Feb 21 16:35:39 +0000 2019,1.09862E+18,My testing account,"rt : looking for a place to stay in halifax for  ? check out the fan block at the  march 8th-10th! 
for…",1.09861E+18,my_data_test,
,,,,,,
Thu Feb 21 16:35:42 +0000 2019,1.09862E+18,Adeline Ns, ,51218677,a2line_n,CPT / TNR / MPM / LDN / CWL
,,,,,,
Thu Feb 21 16:35:43 +0000 2019,1.09862E+18,dawn marie sloane,rt : hali twitter - get your pancake on for a good cause.   ,34024504,downtowndawn,"halifax, nova scotia, canada"
,,,,,,
Thu Feb 21 16:35:42 +0000 2019,1.09862E+18,EHS,"steve menzies, of berwick, started his career in 1988 and was called to the swiss swiss air flight 111 tragedy, the… ",42901086,EHS_NS,"Nova Scotia, Canada"
,,,,,,
Thu Feb 21 16:35:50 +0000 2019,1.09862E+18,dawn marie sloane,rt : even in the snow there is a lineup at  today all profits go to the   …,34024504,downtowndawn,"halifax, nova scotia, canada"
,,,,,,
Thu Feb 21 16:36:11 +0000 2019,1.09862E+18,My testing account,"rt _scotia_job: community recreation coordinator: halifax regional municipality (centre ns): ""regional municipality is inviting applic…",1.09861E+18,my_data_test,
,,,,,,
Thu Feb 21 16:36:17 +0000 2019,1.09862E+18,MrsMunch289,"rt : with $16 billion debt, just a wee bit above the $0 trudeau promised in his 2015 election platform, he’s in full campaign mode.…",9.80189E+17,munch289,Ontario
,,,,,,
Thu Feb 21 16:36:20 +0000 2019,1.09862E+18,Rawan,rt : : 7 children have died in an early morning house fire in halifax. neighbours say the youngest was just 3 months ol…,99284645,rawanrawrs,I don't belong here
,,,,,,
Thu Feb 21 16:36:23 +0000 2019,1.09862E+18,miranda dagley,"rt : in times of tragedy, canadians are there for each other. 
",4561968689,miranditty,"NS, Canada"
,,,,,,
Thu Feb 21 16:36:24 +0000 2019,1.09862E+18,Plugitin,"rt : words fail when children are taken from us too soon, especially in circumstances like this. my heart goes out to the sur…",1.04937E+18,Plugitin3,"St. Albert, Alberta"
,,,,,,
Thu Feb 21 16:36:27 +0000 2019,1.09862E+18,Mohamed Mitha,investment in halifax to reduce congestion and improve road safety ,505794620,MohamedMitha,"London, England"
,,,,,,
Thu Feb 21 16:36:33 +0000 2019,1.09862E+18,Live Traffic - M60, j24 clockwise exit (huddersfield / halifax) - congestion - full details at  (updated every 5 minutes),799080067,Traffic_M60,"M60 Motorway, UK"
,,,,,,
Thu Feb 21 16:36:34 +0000 2019,1.09862E+18,Atlantic Lottery,we’ve got some great prizes and swag to give away at our halifax grand opening today.  ,29183717,AL_Lottery,Atlantic Canada
,,,,,,
Thu Feb 21 16:36:42 +0000 2019,1.09862E+18,Scott A.E. Smith,"rt : in times of tragedy, canadians are there for each other. 
",81460607,scottaesmith,Toronto
,,,,,,
Thu Feb 21 16:36:51 +0000 2019,1.09862E+18,lady helena,"rt : when the polls in atlantic canada tell trudeau he’s going to lose some 15 seats, this is his response. …",3008013822,iregae1,Canada
,,,,,,
Thu Feb 21 16:36:55 +0000 2019,1.09862E+18,PromoProHfx,hey  are plastic bags going away? ,1901181108,promoprohfx,Nova Scotia
,,,,,,
Thu Feb 21 16:36:55 +0000 2019,1.09862E+18,Natalie Stechyson,canadians are leaving teddy bears out for the 7 kids killed in n.s. fire  ,21671326,NatStechyson,"Ottawa, Ontario"
,,,,,,
Thu Feb 21 16:36:55 +0000 2019,1.09862E+18,lieslgambold,"rt : international women's day, march 8, halifax central library, 7 pm.  free screening of the girls of meru, and q&amp;a with…",3387654137,LieslGambold,
,,,,,,
Thu Feb 21 16:37:00 +0000 2019,1.09862E+18,Danielle Ricketts,"rt :  medal alert  

isaiah haya of  took home gold in  boxing last night.

as well, alex…",3005825627,Dani22561,"Nova Scotia, Canada"
,,,,,,
Thu Feb 21 16:37:01 +0000 2019,1.09862E+18,G. Fortier,rt : tva nouvelles deletes a facebook post about a fire in halifax that killed seven syrian refugee children because it couldn’t h…,1.05085E+18,FortierGaetane,"Magog, Québec"
,,,,,,
Thu Feb 21 16:37:04 +0000 2019,1.09862E+18,"Andy Fillmore, MP","rt : in times of tragedy, canadians are there for each other. 
",158458133,AndyFillmoreHFX,"Halifax, Nova Scotia"
,,,,,,
Thu Feb 21 16:37:06 +0000 2019,1.09862E+18,ACAA,"rt _hurricanes: today's edition runs down hosting the 2019 _aasc volleyball championships, and how the tournament looks for the …",1433447978,ACAA_AASC,
,,,,,,
Thu Feb 21 16:37:16 +0000 2019,1.09862E+18,Peanut Free Bird Seed,"thank you,  ",8.37146E+17,WallisJohns,"Ontario, Canada"
,,,,,,
Thu Feb 21 16:37:21 +0000 2019,1.09862E+18,Loto Atlantique (19 ans+),"nous avons de super articles promotionnels à vous donner aujourd’hui, lors de l’inauguration de nos nouveaux bureau… ",9.54358E+17,LotoAtlantique,Canada atlantique
,,,,,,
Thu Feb 21 16:37:26 +0000 2019,1.09862E+18,Laura Crane Trust,join us at the venue halifax on saturday 29 june for the secret garden ball. dinner and live entertainment. support… ,20920605,lauracranetrust,"Huddersfield, UK"
,,,,,,
Thu Feb 21 16:37:30 +0000 2019,1.09862E+18,Jaan Pill,"rt : knowing that the funding is now in place to begin construction on a much-improved link between bedford, sackville and burns…",44361737,JaanPill,Toronto
,,,,,,
Thu Feb 21 16:38:01 +0000 2019,1.09862E+18,mustapha amroun,time of distress shows friends.,3318246988,mustamroun,
,,,,,,
Thu Feb 21 16:38:05 +0000 2019,1.09862E+18,Dennis moller,yeah the little 13 year old girl that got raped and murdered by a syrian refugee in burnaby wasn't even acknowledge… ,1.02405E+18,MollerDennis,Vancouver  Canada 
,,,,,,
Thu Feb 21 16:38:10 +0000 2019,1.09862E+18,Eule 34,"rt : dans les moments tragiques, les canadiens sont là les uns pour les autres. 
",8.52546E+17,34Eule,    F / D/SF(Ca)/milano/Sp
,,,,,,
Thu Feb 21 16:38:25 +0000 2019,1.09862E+18,El Presidente,   where’s you’re big words now? you need to move back to halifax and stay out of th… ,7.37746E+17,canadian_voicer,
,,,,,,
Thu Feb 21 16:38:27 +0000 2019,1.09862E+18,Halifax Fire News,"congratulations to ff captain kevin guy of hrfe, formerly of ehs, on receiving the ehs exemplary services me… ",4159788513,HRMFireNews,
,,,,,,
Thu Feb 21 16:38:41 +0000 2019,1.09862E+18,TMJ-NSC Jobs,"if you're looking for work in , ns, check out this job:  ",40960802,tmj_nsc_jobs,Nova Scotia
,,,,,,
Thu Feb 21 16:39:08 +0000 2019,1.09862E+18,Sally Moen,"rt : rt cbcmorninglive: ""now, the family needs us more than ever."" syrian refugee chocolatier peacebychoco tells cbchh about w…",9.85357E+17,SallyMoen2,Everett Washington USA
,,,,,,
Thu Feb 21 16:39:10 +0000 2019,1.09862E+18,New & Improved,rt : important  for jr away from ottawa today. this morning he's in dartmouth ns making an important roadway announcement. after v…,9.44714E+17,NewImproved9,"British Columbia, Canada"
,,,,,,
Thu Feb 21 16:39:16 +0000 2019,1.09862E+18,stephEny,halifax the only street clearing i’ve seen all day was one dude clearing a bike lane,970859257,steveyhunter,k'jipuktuk (halifax) 
,,,,,,
Thu Feb 21 16:39:17 +0000 2019,1.09862E+18,nadine,"rt : ""now, the family needs us more than ever."" syrian refugee chocolatier  tells  about why he's donatin…",490643698,nadinejfroese,"vancouver,BC, Canada EH!!!"
,,,,,,
Thu Feb 21 16:39:18 +0000 2019,1.09862E+18,ely !,also im going to halifax next weekend,1.0286E+18,elytxt,t. k.
,,,,,,
Thu Feb 21 16:39:23 +0000 2019,1.09862E+18,Meshack Lufile,rt _life: hey  students!! sign up now to support you  basketball teams at the _sua championships in…,7.61753E+17,XtendBelief,Worldwide
,,,,,,
Thu Feb 21 16:39:37 +0000 2019,1.09862E+18,Ihab Sayed,seven children from syrian refugee family killed in halifax fire | the chronicle herald ,2275532768,IhabsSaad,Canada
,,,,,,
Thu Feb 21 16:39:59 +0000 2019,1.09862E+18,norman,  trudeau is using the senseless death of 7 immigrant children in halifax to further his political agenda.,8.2655E+17,norman62486712,
,,,,,,
Thu Feb 21 16:40:03 +0000 2019,1.09862E+18,Paragon Cause,a donation bin will be set up at this saturday's show at  for the family who lost 7 children in halif… ,9.37321E+17,ParagonCause,"Ottawa, Ontario"
,,,,,,
Thu Feb 21 16:40:12 +0000 2019,1.09862E+18,Mark,"rt : ""now, the family needs us more than ever."" syrian refugee chocolatier  tells  about why he's donatin…",93891591,cubamark,Canada
,,,,,,
Thu Feb 21 16:40:14 +0000 2019,1.09862E+18,Aidan,"rt : in times of tragedy, canadians are there for each other. 
",7.87051E+17,BenevolentBono,"Toronto, Ontario"
,,,,,,
Thu Feb 21 16:40:33 +0000 2019,1.09862E+18,ERICA HORST,"rt : in times of tragedy, canadians are there for each other. 
",2367841579,horstusa,"Toronto, Ontario, Canada"
,,,,,,
Thu Feb 21 16:40:34 +0000 2019,1.09862E+18,Holly Davy,"rt : this entire thread. halifax took a big hit this week, to see us pulling together to help after such a tragedy is humbling an…",1191649248,hollydavy32,"Halifax, Nova Scotia"
,,,,,,
Thu Feb 21 16:40:40 +0000 2019,1.09862E+18,OMAR,"the status of the iraqi refugees in turkey 
they can't get back to them country 
no resettlement
not allowed 2 work… ",1100415276,omarjmj,
,,,,,,
Thu Feb 21 16:40:45 +0000 2019,1.09862E+18,Vickaric,"rt : ""now, the family needs us more than ever."" syrian refugee chocolatier  tells  about why he's donatin…",535595055,Vickaric,
,,,,,,
Thu Feb 21 16:40:51 +0000 2019,1.09862E+18,Lori Bastura,"rt : when the polls in atlantic canada tell trudeau he’s going to lose some 15 seats, this is his response. …",706036914,lbastura,"Medicine Hat , Alberta "
,,,,,,
Thu Feb 21 16:40:55 +0000 2019,1.09862E+18,Kate Purchase,"rt : in times of tragedy, canadians are there for each other. 
",272748227,katepurchase,
,,,,,,
Thu Feb 21 16:40:58 +0000 2019,1.09862E+18,Asian Flanders,rt : on  we lost an early   + community member &amp; activist mary ann mancini. this o…,507661408,cultureofdefeat,"Halifax, Nova Scotia"
,,,,,,
Thu Feb 21 16:40:58 +0000 2019,1.09862E+18,NEWS 95.7 Halifax,former halifax taxi driver will face second sexual assault trial. ,28158298,NEWS957,"Halifax, Nova Scotia, Canada"
,,,,,,
Thu Feb 21 16:41:09 +0000 2019,1.09862E+18,Muck Muck (TeleSpark),"rt _weshould: 6 nyc  with stunning views
drop-dead accompaniment to italian, mexican, and korean food
the aviary nyc
rob…",1.0957E+18,MTelespark,"St Petersburg, FL"
,,,,,,
Thu Feb 21 16:41:13 +0000 2019,1.09862E+18,Joe Gnemmi,if only we could spend 86.5 million on halifax transit and infill housing,68232096,joegnemmi,K’jipuktuk [Halifax]
,,,,,,
Thu Feb 21 16:41:37 +0000 2019,1.09862E+18,aka Xochi,"rt : in times of tragedy, canadians are there for each other. 
",48967891,akaXochi,Texas
,,,,,,
Thu Feb 21 16:41:49 +0000 2019,1.09862E+18,Raina Mermaid,people who don't bother to read are mad the gov might intervene for the mother to see her family after tragic fire.… ,229536371,HFXMermaid,Halifax
,,,,,,
Thu Feb 21 16:42:05 +0000 2019,1.09862E+18,Sally Moen,"this is a trippy story: the house had hard-wired fire alarms, and all electrical, yet there was an explosion and se… ",9.85357E+17,SallyMoen2,Everett Washington USA
,,,,,,
Thu Feb 21 16:42:08 +0000 2019,1.09862E+18,Canadian Museum of Immigration,"rt : it was such a lovely evening, great audience, tough questions and the most important good coffee.
a great honour to be in …",36554224,Pier21,"Halifax, Nova Scotia"
,,,,,,
Thu Feb 21 16:42:09 +0000 2019,1.09862E+18,Monty,"rt : in times of tragedy, canadians are there for each other. 
",393003839,monkoyle,"Ontario, Canada"
,,,,,,
Thu Feb 21 16:42:15 +0000 2019,1.09862E+18,Paul Howard,"rt : there is a lot of love here.
our hearts go out to the barho family and their loved ones. 
  …",430927230,PaulHoward_IMIT,Ottawa
,,,,,,
Thu Feb 21 16:42:29 +0000 2019,1.09862E+18,Jess,rt : pm joins hundreds in halifax square to remember 7 refugee children lost in fire ,1.06241E+18,RulerAngie,"Renfrew, Ontario"
,,,,,,
Thu Feb 21 16:42:37 +0000 2019,1.09862E+18,May Al Chalabi,"rt : in times of tragedy, canadians are there for each other. 
",606672536,May_Alchalabi,
,,,,,,
Thu Feb 21 16:42:41 +0000 2019,1.09862E+18,Anna Ludlow,tragic!! no words. the poor parents...,286507109,annaludlowmusic,"Ottawa, Ontario"
,,,,,,
Thu Feb 21 16:42:45 +0000 2019,1.09862E+18,Plugitin," halifax in these sad times you are a shining light, you are what makes canada what it is.",1.04937E+18,Plugitin3,"St. Albert, Alberta"
,,,,,,
Thu Feb 21 16:42:45 +0000 2019,1.09862E+18,Matthew Moore,rt : former halifax taxi driver will face second sexual assault trial. ,3304521851,MatthewMooreHFX,"Halifax, Nova Scotia"
,,,,,,
Thu Feb 21 16:42:58 +0000 2019,1.09862E+18,LukeAndrewMacDonald,rt : our thoughts and condolences to all affected by the tragic event in halifax. we trust that all of us will do what we can t…,367764777,ElliptigoLuke,"Dartmouth, Nova Scotia"
,,,,,,
Thu Feb 21 16:42:59 +0000 2019,1.09862E+18,#TheFingerPrints,rt : important  for jr away from ottawa today. this morning he's in dartmouth ns making an important roadway announcement. after v…,577383147,LRiczu,Alberta
,,,,,,
Thu Feb 21 16:43:09 +0000 2019,1.09862E+18,Policomm | Commpoli,rt _flnns: the public engagement workshop facilitated by serena cassidy from the   conference-in-a-box is just one way hal…,8.14885E+17,policommpoli,"Ottawa, Ontario"
,,,,,,
Thu Feb 21 16:43:14 +0000 2019,1.09862E+18,John Sheaffer,"rt : seriously???? buying votes with our money hey groper?? btw, when are you going to pay back ontario taxpayers for the cost of…",9.21458E+17,JohnSheaffer8,
,,,,,,
Thu Feb 21 16:43:31 +0000 2019,1.09862E+18,Aldo Chavez,"rt : in times of tragedy, canadians are there for each other. 
",58598931,aldo_chavez,"Toronto, Ontario"
,,,,,,
Thu Feb 21 16:43:49 +0000 2019,1.09862E+18,Canuck,"rt : in times of tragedy, canadians are there for each other. 
",1.02665E+18,canuckpilgrim,Canada
,,,,,,
Thu Feb 21 16:43:51 +0000 2019,1.09862E+18,My testing account,"rt :  halifax in these sad times you are a shining light, you are what makes canada what it is.",1.09861E+18,my_data_test,
,,,,,,
Thu Feb 21 16:43:58 +0000 2019,1.09862E+18,My testing account,rt : if only we could spend 86.5 million on halifax transit and infill housing,1.09861E+18,my_data_test,
,,,,,,
Thu Feb 21 16:44:02 +0000 2019,1.09862E+18,Robin,"rt : in times of tragedy, canadians are there for each other. 
",2315874241,RobinBall1961,
,,,,,,
Thu Feb 21 16:44:05 +0000 2019,1.09862E+18,My testing account,rt : former halifax taxi driver will face second sexual assault trial. ,1.09861E+18,my_data_test,
,,,,,,
Thu Feb 21 16:44:09 +0000 2019,1.09862E+18,ruby red," my halifax account is not refreshing atm, error message states your servers are having trouble and to check your twitter.",20339406,shocketteruby,"iPhone: 52.477509,1.749756"
,,,,,,
Thu Feb 21 16:44:20 +0000 2019,1.09862E+18,My testing account,rt : a donation bin will be set up at this saturday's show at  for the family who lost 7 children in halifax. …,1.09861E+18,my_data_test,
,,,,,,
Thu Feb 21 16:44:26 +0000 2019,1.09862E+18,Luke Hillman,"rt : in times of tragedy, canadians are there for each other. 
",1.08791E+18,irllukehillman,"Vancouver, British Columbia"
,,,,,,
Thu Feb 21 16:44:30 +0000 2019,1.09862E+18,Bob Blumenthal Auto,rt : hey  are plastic bags going away? ,519538073,NSCarDeals,"Sackville, NS"
,,,,,,
Thu Feb 21 16:44:36 +0000 2019,1.09862E+18,Angie,streak continues in saint john – halifax mooseheads i love this hope you guys have a great weekend on 2 games go mo… ,1.03757E+18,Angie14185507,"Pembroke, Ontario"
,,,,,,
Thu Feb 21 16:44:42 +0000 2019,1.09862E+18,Shaune MacKinlay,rt :  halifax small businesses! the deadline to apply for our  program is tomorrow! 12 months of free training to…,68747518,ShauneMacK,Halifax
,,,,,,
Thu Feb 21 16:44:43 +0000 2019,1.09862E+18,Ginger,"rt : in times of tragedy, canadians are there for each other. 
",33867225,MCR1Mutant,Canada
,,,,,,
Thu Feb 21 16:44:48 +0000 2019,1.09862E+18,Simrat Grewal,pm joins hundreds in halifax square to remember 7 refugee children lost in fire- punjab star ,126386849,punjabstar,"Mississauga, ON, Canada"
,,,,,,
Thu Feb 21 16:44:48 +0000 2019,1.09862E+18,Lucas Nascimento,"a little over a year ago, singing about harmony and such :) @ halifax, nova scotia ",87735937,lucahn6,"Halifax, Nova Scotia"
,,,,,,
Thu Feb 21 16:45:00 +0000 2019,1.09862E+18,Rasta ™,a former  taxi driver facing a high-profile retrial for sexual assault has been committed to stand trial fo… ,153225560,NSRasta,"Halifax, Nova Scotia"
,,,,,,
Thu Feb 21 16:45:34 +0000 2019,1.09862E+18,Chris Muise,"rt _brand: who are local video games reviewers, bloggers, etc? hands up ",34091336,TheSilentG,"Halifax, Nova Scotia"
,,,,,,
Thu Feb 21 16:46:13 +0000 2019,1.09862E+18,Micropan44,"rt : in times of tragedy, canadians are there for each other. 
",139159502,Micropan44, Ontario Canada
,,,,,,
Thu Feb 21 16:46:14 +0000 2019,1.09862E+18,Gerry k,vigil held for barho family in downtown halifax ,313981372,cwby247,Woodstock Ontario
,,,,,,
Thu Feb 21 16:46:15 +0000 2019,1.09862E+18,Robin,"rt _ns: kevin guy, from dartmouth, who is now with , began his career in 1993 as an ambulance attendant at roseway hospital. he…",28850485,deejayrobz,Halifax
,,,,,,
Thu Feb 21 16:46:19 +0000 2019,1.09862E+18,Bradford Connection,check out local business new era group ,3238504659,BradfordConnect,"Bradford, England"
,,,,,,
Thu Feb 21 16:46:29 +0000 2019,1.09863E+18,Sara Gomez Arancibia,"rt : in times of tragedy, canadians are there for each other. 
",1057356487,SaraGomezAranci,
,,,,,,
Thu Feb 21 16:46:36 +0000 2019,1.09863E+18,Heather Clark,rt : even in the snow there is a lineup at  today all profits go to the   …,195128180,RBCHeatherClark,Halifax NS Canada
,,,,,,
Thu Feb 21 16:46:41 +0000 2019,1.09863E+18,The Rick Howe Show,"rt : . and  talk about _keefe's story which you can read here: 
…",210833106,TheRickHoweShow,"Halifax, NS"
,,,,,,
Thu Feb 21 16:46:56 +0000 2019,1.09863E+18,Dave Boyce,"beauty of a day for a 10km hike!   listening to  podcast about  @ halifax, nov… ",18711038,DaveBoyce,"Halifax, Nova Scotia, Canada"
,,,,,,
Thu Feb 21 16:47:02 +0000 2019,1.09863E+18,TravelNow,rt :   from  —  —         …,1.01813E+18,TravelNow24,United Kingdom
,,,,,,
Thu Feb 21 16:47:03 +0000 2019,1.09863E+18,TravelNow,rt :   from  —  —        …,1.01813E+18,TravelNow24,United Kingdom
,,,,,,
Thu Feb 21 16:47:07 +0000 2019,1.09863E+18,Eva Nassif M.P.,"après avoir fui la guerre en syrie, quelle tragédie! que leur âme repose en paix!",175810297,EvaNassifVimy,"Laval, Québec, Canada"
,,,,,,
Thu Feb 21 16:47:41 +0000 2019,1.09863E+18,Stan Spak,pm  joins hundreds in halifax square to remember 7 refugee children who died in a house fire | the ch… ,3191478638,stanspak,
,,,,,,
Thu Feb 21 16:47:42 +0000 2019,1.09863E+18,Crow,"rt :  spend, spend, spend. distract, distract, distract.   scandal!
",1.09148E+18,CrowResearch,
,,,,,,
Thu Feb 21 16:47:50 +0000 2019,1.09863E+18,paladine,vigil held in halifax for seven syrian refugee children killed in house fire ,15391466,paladine,
,,,,,,
Thu Feb 21 16:48:09 +0000 2019,1.09863E+18,discokuusisto,rt : even in the snow there is a lineup at  today all profits go to the   …,6792532,discokuusisto,
,,,,,,
Thu Feb 21 16:48:18 +0000 2019,1.09863E+18,Lisa,"rt : when the polls in atlantic canada tell trudeau he’s going to lose some 15 seats, this is his response. …",1.08572E+18,Lisa70616992,Alberta
,,,,,,
Thu Feb 21 16:48:21 +0000 2019,1.09863E+18,paladine,"rt : unimaginable sadness, but a heartening sense of community at a gathering of support for surviving syrian refugee parents w…",15391466,paladine,
,,,,,,
Thu Feb 21 16:48:22 +0000 2019,1.09863E+18,Zaina Ujayli,"rt : “they are from raqqa, which is one of the worst affected areas in syria,” said an imam at a mosque the family attended. “the…",2580065744,zainaujayli,The Ohio State University
,,,,,,
Thu Feb 21 16:48:23 +0000 2019,1.09863E+18,Mira5174,"rt : halifax is hurting from an immeasurable loss of life today following a house fire in spryfield. 

they arrived as refu…",1.04799E+18,mira5174,
,,,,,,
Thu Feb 21 16:48:32 +0000 2019,1.09863E+18,Jessica,,8.91576E+17,DeporableJess,
,,,,,,
Thu Feb 21 16:48:33 +0000 2019,1.09863E+18,Madison Waterfield,rt : justin trudeau came to halifax and announced he’s giving the city $86 mill to fix a roadway. ok... couldn’t chuck that in…,55064644,madisonloserr,Cape Breton
,,,,,,
Thu Feb 21 16:48:35 +0000 2019,1.09863E+18,paladine,"rt : there is a lot of love here.
our hearts go out to the barho family and their loved ones. 
  …",15391466,paladine,
,,,,,,
Thu Feb 21 16:48:52 +0000 2019,1.09863E+18,John Barss,rt : vandal doughnuts is donating their their sales today to the family who tragically lost their children in a house fire and no a…,8.01286E+17,BarssJohn,Canada
,,,,,,
Thu Feb 21 16:48:57 +0000 2019,1.09863E+18,Sulemaan Ahmed,"regardless of one’s own political stripes, this is something that all canadians agree with. rest in peace. cc… ",14147059,sulemaan,Online
,,,,,,
Thu Feb 21 16:48:59 +0000 2019,1.09863E+18,paladine,rt : beautiful vigil tonight to honor the seven children of the  who died in a fire. thank to  for jo…,15391466,paladine,
,,,,,,
Thu Feb 21 16:49:02 +0000 2019,1.09863E+18,NS Smart Consumers,rt : halifax peeps! are you starting a new business in ? have you recently registered a sole prop? got 1…,278645344,NSConsumers,
,,,,,,
Thu Feb 21 16:49:02 +0000 2019,1.09863E+18,Jojo Smadi,"rt : in times of tragedy, canadians are there for each other. 
",2798743998,JuanaSmadi,"Mississauga, Ontario "
,,,,,,
Thu Feb 21 16:49:10 +0000 2019,1.09863E+18,Neil Thomas,"rt :  your famous pm is again ""buying"" votes with your money where his support is dropping. in this case halifax.

do you s…",279111801,Sammy0015,
,,,,,,
Thu Feb 21 16:49:10 +0000 2019,1.09863E+18,Sara FL Kirk,rt : our thoughts and condolences to all affected by the tragic event in halifax. we trust that all of us will do what we can t…,2246320654,sflkirk,"Nova Scotia, Canada"
,,,,,,
Thu Feb 21 16:49:27 +0000 2019,1.09863E+18,Jennifer Hall,rt : coming up live: prime minister justin trudeau will make an infrastructure announcement and take questions from reporters in…,242047513,jenhallcbc,
,,,,,,
Thu Feb 21 16:49:31 +0000 2019,1.09863E+18,Ottawa Citizen,"syrian family in halifax fire escaped war and isil, thought they would be safe in canada  ",23655688,OttawaCitizen,"ÜT: 45.246915,-76.163963"
,,,,,,
Thu Feb 21 16:49:32 +0000 2019,1.09863E+18,Grace Cleveland,"rt : workshops are filling-up quickly! registration for  in  will end tomorrow, friday feb. 22. check…",7.23699E+17,graceccleveland,"White Rock, British Columbia"
,,,,,,
Thu Feb 21 16:50:16 +0000 2019,1.09863E+18,Jesus," yo hali.....any thoughts on gsp retiring....btw, nice gym setup",218575130,bigtuggernuts,
,,,,,,
Thu Feb 21 16:50:18 +0000 2019,1.09863E+18,D.M. Rudderham,hello from mexico to all my halifax friends shoveling snow ,1.08283E+18,DMRudderham,"Halifax, Nova Scotia"
,,,,,,
Thu Feb 21 16:50:26 +0000 2019,1.09863E+18,Wolfred Nelson,"rt : when the polls in atlantic canada tell trudeau he’s going to lose some 15 seats, this is his response. …",314093378,WolfredNelson,"Montreal, Lower Canada"
,,,,,,
Thu Feb 21 16:50:36 +0000 2019,1.09863E+18,McCrea Immigration,trudeau attends halifax vigil for refugee children lost in fire  ,3039972920,McCreaImmLaw,"Vancouver, BC, Canada"
,,,,,,
Thu Feb 21 16:50:43 +0000 2019,1.09863E+18,Alex S,"rt : it was such a lovely evening, great audience, tough questions and the most important good coffee.
a great honour to be in …",21058553,Alex076,Hamilton ON Canada
,,,,,,
Thu Feb 21 16:50:57 +0000 2019,1.09863E+18,PrettyPen,please check this offer ,1.02014E+18,RypokR,Bangladesh
,,,,,,
Thu Feb 21 16:51:11 +0000 2019,1.09863E+18,Gerald Marquardt,rt : yeah the little 13 year old girl that got raped and murdered by a syrian refugee in burnaby wasn't even acknowledged by h…,287154140,GeraldRube,"Virginia, USA"
,,,,,,
Thu Feb 21 16:51:12 +0000 2019,1.09863E+18,Shibuya Yuuri,rt : trudeau attends halifax vigil for refugee children lost in fire  ,73691378,baymescarly,Canada
,,,,,,
Thu Feb 21 16:51:28 +0000 2019,1.09863E+18,Indiawestcanada,did not  in  ,7.47163E+17,indiawestcanad1,"Vancouver, British Columbia"
,,,,,,
Thu Feb 21 16:51:40 +0000 2019,1.09863E+18,Charlie Richmond,'they had the best months of their life': kids thrived in canada after escaping syrian war | cbc news ,16399202,charlierichmond,Vancouver and London
,,,,,,
Thu Feb 21 16:51:44 +0000 2019,1.09863E+18,PeopleWorx,"rt : this program is a great opportunity for employers to grow their businesses by employing apprentices like cassandra pellerine, a…",1.0879E+18,NSWPeopleWorx,"Nova Scotia, Canada"
,,,,,,
Thu Feb 21 16:52:05 +0000 2019,1.09863E+18,Manan Patel,"rt : when the polls in atlantic canada tell trudeau he’s going to lose some 15 seats, this is his response. …",9.65089E+17,mananpatel31428,"Toronto, Ontario"
,,,,,,
Thu Feb 21 16:52:14 +0000 2019,1.09863E+18,Lisa,"rt : seriously???? buying votes with our money hey groper?? btw, when are you going to pay back ontario taxpayers for the cost of…",1.08572E+18,Lisa70616992,Alberta
,,,,,,
Thu Feb 21 18:56:26 +0000 2019,1.09866E+18,Brent White,rt : the hiding needs to come to an end. trudeau needs to be a man like harper was and waive privilege. not to mention if noth…,2255130686,brentwhite555,"Ontario, Canada"
,,,,,,
Thu Feb 21 18:56:51 +0000 2019,1.09866E+18,Trevor Parsons,"rt :  . ""buses, trains and ferries are a crucial step in making ns more resilient to climate change."" …",49660950,DartmouthCommon,Old Dartmouth
,,,,,,
Thu Feb 21 18:57:17 +0000 2019,1.09866E+18,Lee Castle Plumbing,"rt : eastern canadians unite!  salad is trying to kill us all.  we shall retaliate with mary browns in st. john's, donairs…",9.68282E+17,plumbing_castle,
,,,,,,
Thu Feb 21 18:57:19 +0000 2019,1.09866E+18,Coach Hughes,my north boys are traveling to halifax tonight bring back that win so i can see y’all win the regional title,415007265,Coach_Brenden,"District of Columbia, USA"
,,,,,,
Thu Feb 21 18:57:40 +0000 2019,1.09866E+18,Ashley  Audette,"rt _cbc: video: ""as a mother, spending time with that family taught me a great deal about myself, and my own parenting."" family frien…",199075675,AshleyAudettee,"Toronto, Ontario"
,,,,,,
Thu Feb 21 18:57:47 +0000 2019,1.09866E+18,Angelia Prest,rt : baseboard heater may have caused halifax house fire that killed seven children ,254246002,AngeliaPrest,Halifax
,,,,,,
Thu Feb 21 18:57:49 +0000 2019,1.09866E+18,Lee Castle Plumbing,"rt : horses, trucks,  buildings and more: don snider (capt ret'd) and jeff brown (firefighter engineer) talk about “f…",9.68282E+17,plumbing_castle,
,,,,,,
Thu Feb 21 18:57:59 +0000 2019,1.09866E+18,Ashley  Audette,"rt _cbc: breaking: prime minister justin trudeau will attend a vigil in downtown halifax tonight, to remember the 7 syrian refugee ch…",199075675,AshleyAudettee,"Toronto, Ontario"
,,,,,,
